,Player,dob,year,month,day,trimestre,Deporte
42000,Tim Evsievich,"Jun 11, 1995",1995,6,11,2,Baloncesto
42003,Sergey Dadykin,"Jul 2, 1983",1983,7,2,3,Baloncesto
42020,Artsiom Lukyanenka,"Apr 6, 2000",2000,4,6,2,Baloncesto
42021,Ernest Shundryk,"May 3, 2001",2001,5,3,2,Baloncesto
42024,Milos Bojovic,"Dec 2, 1981",1981,12,2,4,Baloncesto
42033,Alexandru Olah,"Oct 15, 1993",1993,10,15,4,Baloncesto
42078,Ordane Kanda-Kanyinda,"Sep 9, 1996",1996,9,9,3,Baloncesto
42084,Guy Muya,"May 23, 1983",1983,5,23,2,Baloncesto
42089,Augustas Peciukevicius,"Dec 2, 1991",1991,12,2,4,Baloncesto
42091,Naim El-Khounchar,"Feb 9, 1994",1994,2,9,1,Baloncesto
42094,Zvonko Buljan,"Feb 6, 1987",1987,2,6,1,Baloncesto
42104,Atif Durak,"Mar 20, 1997",1997,3,20,1,Baloncesto
42115,Aleksandar Sokolovic,"Jul 8, 1993",1993,7,8,3,Baloncesto
42119,Drasko Albijanic,"Dec 14, 1986",1986,12,14,4,Baloncesto
42123,Kenan Bajramovic,"May 24, 1981",1981,5,24,2,Baloncesto
42125,Djordje Micic,"Jul 27, 1993",1993,7,27,3,Baloncesto
42130,Dejan Bjelic,"Sep 29, 1990",1990,9,29,3,Baloncesto
42131,Nemanja Protic,"Aug 13, 1986",1986,8,13,3,Baloncesto
42137,Miodrag Tanasilovic,"Oct 28, 1984",1984,10,28,4,Baloncesto
42139,Marko Sutalo,"Apr 13, 1983",1983,4,13,2,Baloncesto
42143,Amar Barukcija,"Jan 16, 1999",1999,1,16,1,Baloncesto
42145,Daniel Zovko,"Jan 17, 1994",1994,1,17,1,Baloncesto
42146,Feda Vuleta,"Apr 16, 1988",1988,4,16,2,Baloncesto
42149,Ivan Begic,"Dec 16, 1992",1992,12,16,4,Baloncesto
42151,Ivan Skrobo,"Sep 25, 1993",1993,9,25,3,Baloncesto
42152,Milos Markovic,"Jul 27, 1984",1984,7,27,3,Baloncesto
42154,Zlatko Golijanin,"Mar 31, 1990",1990,3,31,1,Baloncesto
42155,Dusan Stankovic,"Feb 12, 1994",1994,2,12,1,Baloncesto
42156,Dusan Hukic,"Jun 15, 1993",1993,6,15,2,Baloncesto
42159,Slobodan Jovanovic,"Feb 19, 1997",1997,2,19,1,Baloncesto
42162,Ivo Mikulic,"Nov 24, 1995",1995,11,24,4,Baloncesto
42163,Timur Ovcina,"Aug 12, 1999",1999,8,12,3,Baloncesto
42165,Mirza Manjgo,"Mar 3, 1996",1996,3,3,1,Baloncesto
42166,Nikola Otovic,"Sep 7, 1989",1989,9,7,3,Baloncesto
42168,Nebojsa Maksimovic,"Feb 23, 1992",1992,2,23,1,Baloncesto
42169,Marko Prskalo,"Mar 26, 1998",1998,3,26,1,Baloncesto
42174,Zeljko Kljestan,"Jan 16, 1992",1992,1,16,1,Baloncesto
42195,Windi Graterol,"Sep 10, 1986",1986,9,10,3,Baloncesto
42197,Guilherme Giovannoni,"Jun 2, 1980",1980,6,2,2,Baloncesto
42200,Anderson Varejao,"Sep 28, 1982",1982,9,28,3,Baloncesto
42208,Isaac Goncalves,"Jul 2, 1990",1990,7,2,3,Baloncesto
42212,Didi Louzada,"Jul 2, 1999",1999,7,2,3,Baloncesto
42215,Felipe Ribeiro,"Aug 20, 1979",1979,8,20,3,Baloncesto
42218,Alexey Borges,"Oct 8, 1995",1995,10,8,4,Baloncesto
42231,Guilherme Schneider,"Jul 17, 1986",1986,7,17,3,Baloncesto
42232,Jefferson Campos,"Aug 9, 1991",1991,8,9,3,Baloncesto
42239,Marcio Dornelles,"Dec 29, 1975",1975,12,29,4,Baloncesto
42243,Gustavo Basilio,"Nov 13, 1991",1991,11,13,4,Baloncesto
42244,Rafael Da Silva,"Nov 16, 1991",1991,11,16,4,Baloncesto
42246,George Yeye Torres,"Feb 3, 1991",1991,2,3,1,Baloncesto
42250,Lucas Vezaro,"Feb 23, 1996",1996,2,23,1,Baloncesto
42252,Vinicius Oliveira,"Sep 9, 1990",1990,9,9,3,Baloncesto
42253,Jefferson Socas,"Jan 12, 1991",1991,1,12,1,Baloncesto
42256,Mauricio Aguiar,"Feb 3, 1983",1983,2,3,1,Baloncesto
42258,Vithor Lersch,"Aug 14, 1995",1995,8,14,3,Baloncesto
42263,Andre Pereira,"Mar 13, 1981",1981,3,13,1,Baloncesto
42264,Pedro da Silva,"Jan 2, 1995",1995,1,2,1,Baloncesto
42265,Rafa Oliveira,"Jan 23, 1993",1993,1,23,1,Baloncesto
42267,Lupa Santos,"Dec 24, 1989",1989,12,24,4,Baloncesto
42269,Leonardo Klassman,"May 23, 1989",1989,5,23,2,Baloncesto
42270,Helio Vitor Lima,"Nov 14, 1981",1981,11,14,4,Baloncesto
42271,Ricky Sanchez,"Jul 6, 1987",1987,7,6,3,Baloncesto
42287,Momcilo Latinovic,"Oct 16, 1989",1989,10,16,4,Baloncesto
42296,Justin Gray,"Dec 15, 1995",1995,12,15,4,Baloncesto
42298,Kieron Achara,"Jul 3, 1983",1983,7,3,3,Baloncesto
42311,Pierre Hampton,"Mar 23, 1991",1991,3,23,1,Baloncesto
42318,Edmir Lucas,"Jul 15, 1993",1993,7,15,3,Baloncesto
42324,Tevin Falzon,"Nov 19, 1992",1992,11,19,4,Baloncesto
42326,Adam Thoseby,"Nov 25, 1991",1991,11,25,4,Baloncesto
42328,Miki Servera,"Jul 14, 1992",1992,7,14,3,Baloncesto
42338,Jamal Williams,"Nov 26, 1986",1986,11,26,4,Baloncesto
42344,Elvisi Dusha,"Jul 15, 1994",1994,7,15,3,Baloncesto
42356,Ashton Khan,"May 6, 1991",1991,5,6,2,Baloncesto
42366,Georgi Boyanov,"May 9, 1993",1993,5,9,2,Baloncesto
42374,Tsvetoslav Ostrev,"Mar 3, 1986",1986,3,3,1,Baloncesto
42391,Stanislav Govedarov,"Nov 13, 1980",1980,11,13,4,Baloncesto
42392,Nikolay Varbanov,"Jun 6, 1985",1985,6,6,2,Baloncesto
42397,Martin Kotsev,"Jan 20, 1998",1998,1,20,1,Baloncesto
42409,Kostadin Lazarov,"Nov 8, 2000",2000,11,8,4,Baloncesto
42412,Radoslav Kochev,"Jul 27, 1995",1995,7,27,3,Baloncesto
42414,Venelin Hristov,"Mar 18, 1995",1995,3,18,1,Baloncesto
42417,Georgi Barzakov,"Oct 14, 1994",1994,10,14,4,Baloncesto
42418,Alexander Iliev,"Dec 2, 1996",1996,12,2,4,Baloncesto
42422,Velislav Galabov,"Jun 1, 1994",1994,6,1,2,Baloncesto
42429,Jamal Reynolds,"Feb 27, 1994",1994,2,27,1,Baloncesto
42449,Horace Wormely,"Oct 22, 1984",1984,10,22,4,Baloncesto
42452,Ashton Smith,"Jun 26, 1989",1989,6,26,2,Baloncesto
42456,Tramique Sutherland,"Sep 7, 1993",1993,9,7,3,Baloncesto
42469,Malcolm Duvivier,"Mar 28, 1995",1995,3,28,1,Baloncesto
42475,Diego Kapelan,"Jul 8, 1987",1987,7,8,3,Baloncesto
42477,Alex Johnson,"Jan 18, 1988",1988,1,18,1,Baloncesto
42482,Aaron Redpath,"Sep 11, 1992",1992,9,11,3,Baloncesto
42495,Yohanny Dalembert,"Jun 27, 1994",1994,6,27,2,Baloncesto
42502,Richard Amardi,"Oct 16, 1990",1990,10,16,4,Baloncesto
42505,Guillaume Boucard,"Mar 16, 1990",1990,3,16,1,Baloncesto
42509,Christian Kabongo,"Oct 9, 1990",1990,10,9,4,Baloncesto
42531,Maciej Lampe,"Feb 5, 1985",1985,2,5,1,Baloncesto
42560,Yu Liang,"Nov 29, 1986",1986,11,29,4,Baloncesto
42601,Lin Chih-Chieh,"Jun 11, 1982",1982,6,11,2,Baloncesto
42607,Zheng Wang,"Feb 8, 1990",1990,2,8,1,Baloncesto
42616,Yu Dehao,"Apr 10, 1995",1995,4,10,2,Baloncesto
42626,Nan Wu,"Aug 10, 1989",1989,8,10,3,Baloncesto
42629,Feng Xin,"May 26, 1992",1992,5,26,2,Baloncesto
42638,Zhandong Zhou,"Dec 7, 1990",1990,12,7,4,Baloncesto
42651,Yang Yue,"Feb 8, 1993",1993,2,8,1,Baloncesto
42660,Duncan Reid,"Sep 28, 1989",1989,9,28,3,Baloncesto
42666,Wang Zhengbo,"Oct 21, 1996",1996,10,21,4,Baloncesto
42670,Wen-Ting Tseng,"Jul 6, 1984",1984,7,6,3,Baloncesto
42677,Li Tiange,"Aug 25, 1996",1996,8,25,3,Baloncesto
42684,Luka Bozic,"Apr 29, 1996",1996,4,29,2,Baloncesto
42685,Marko Bakovic,"Feb 22, 1993",1993,2,22,1,Baloncesto
42689,Damir Markota,"Dec 26, 1985",1985,12,26,4,Baloncesto
42694,Bruno Markulin,"Feb 16, 1992",1992,2,16,1,Baloncesto
42696,Abdul-Malik Abu,"Sep 16, 1995",1995,9,16,3,Baloncesto
42701,Pavao Paic,"Oct 21, 1998",1998,10,21,4,Baloncesto
42713,Mate Kalajzic,"Mar 15, 1998",1998,3,15,1,Baloncesto
42717,Mate Mandic,"Jan 20, 1998",1998,1,20,1,Baloncesto
42719,Stipe Krstanovic,"Apr 30, 1993",1993,4,30,2,Baloncesto
42730,Dino Sipic,"Jan 25, 1988",1988,1,25,1,Baloncesto
42731,Franko Sango,"May 22, 1992",1992,5,22,2,Baloncesto
42732,Stipe Tesija,"Jul 20, 1989",1989,7,20,3,Baloncesto
42733,David Usic,"Jun 5, 1993",1993,6,5,2,Baloncesto
42738,Hrvoje Garfolic,"Jul 27, 1990",1990,7,27,3,Baloncesto
42741,Antonio Vlaic,"May 11, 1991",1991,5,11,2,Baloncesto
42744,Mauro Veljacic,"Jun 22, 1993",1993,6,22,2,Baloncesto
42746,Karlo Miksic,"Oct 29, 1997",1997,10,29,4,Baloncesto
42747,Sinisa Stemberger,"Apr 23, 1979",1979,4,23,2,Baloncesto
42751,Antonio Jularic,"Jul 19, 1999",1999,7,19,3,Baloncesto
42760,Domagoj Kanaet,"Oct 5, 1993",1993,10,5,4,Baloncesto
42766,Aljosa Sarac,"Nov 24, 1989",1989,11,24,4,Baloncesto
42787,Matej Svoboda,"Sep 22, 1996",1996,9,22,3,Baloncesto
42822,Robert Landa,"Oct 12, 1982",1982,10,12,4,Baloncesto
42823,Milan Stanojevic,"Oct 30, 1986",1986,10,30,4,Baloncesto
42829,Pavel Grunt,"Oct 9, 1994",1994,10,9,4,Baloncesto
42833,David Steffel,"Apr 7, 1985",1985,4,7,2,Baloncesto
42836,Luka Zaharijevic,"Sep 20, 1995",1995,9,20,3,Baloncesto
42851,Dusan Pandula,"Jul 2, 1984",1984,7,2,3,Baloncesto
42853,Jan Mocnik,"Mar 27, 1987",1987,3,27,1,Baloncesto
42858,Jan Jiricek,"Mar 1, 1990",1990,3,1,1,Baloncesto
42861,Tomas Havlik,"Mar 6, 1999",1999,3,6,1,Baloncesto
42887,Kentwan Smith,"Dec 17, 1991",1991,12,17,4,Baloncesto
42903,Victor Hjorth,"May 18, 1994",1994,5,18,2,Baloncesto
42909,Alexander Bak,"Jan 16, 1991",1991,1,16,1,Baloncesto
42916,Tobias Reinholt,"Jul 11, 1995",1995,7,11,3,Baloncesto
42917,Mikkel Hauge,"Apr 1, 1999",1999,4,1,2,Baloncesto
42922,Jesper Sandager,"Feb 8, 1996",1996,2,8,1,Baloncesto
42924,Mohamed Osman,"Jan 7, 1997",1997,1,7,1,Baloncesto
42925,Chris Gabriel,"Dec 19, 1988",1988,12,19,4,Baloncesto
42926,Andy James,"Sep 18, 1992",1992,9,18,3,Baloncesto
42927,Jonas Anderson,"Mar 29, 1994",1994,3,29,1,Baloncesto
42928,Mathias Nielsen,"Jun 10, 1996",1996,6,10,2,Baloncesto
42954,Arturs Ausejs,"Dec 16, 1990",1990,12,16,4,Baloncesto
42955,Jurijs Aleksejevs,"Mar 20, 1985",1985,3,20,1,Baloncesto
42965,Mareks Mejeris,"Sep 2, 1991",1991,9,2,3,Baloncesto
42968,Andris Misters,"Apr 8, 1992",1992,4,8,2,Baloncesto
42976,Janar Talts,"Apr 7, 1983",1983,4,7,2,Baloncesto
42984,Verners Kohs,"May 21, 1997",1997,5,21,2,Baloncesto
42987,Kristaps Miglinieks,"Jan 22, 1990",1990,1,22,1,Baloncesto
42993,Bamba Fall,"May 27, 1986",1986,5,27,2,Baloncesto
42994,Karlis Lasmanis,"Apr 8, 1994",1994,4,8,2,Baloncesto
42997,Rainers Hermanovskis,"Jun 21, 2000",2000,6,21,2,Baloncesto
42999,Edgars Stelmahers,"Oct 11, 1994",1994,10,11,4,Baloncesto
43003,Leemet Loik,"Apr 7, 2001",2001,4,7,2,Baloncesto
43008,Oto Grinbergs,"Dec 10, 1990",1990,12,10,4,Baloncesto
43010,Endru Davids Smits,"Dec 14, 1992",1992,12,14,4,Baloncesto
43019,Ilja Gromovs,"Aug 4, 1994",1994,8,4,3,Baloncesto
43022,Arkadiy Mkrtychyan,"Sep 10, 1995",1995,9,10,3,Baloncesto
43023,Oskars Hlebovickis,"Oct 2, 2000",2000,10,2,4,Baloncesto
43026,Niks Linis,"Jun 12, 2000",2000,6,12,2,Baloncesto
43027,Martin Jurtom,"Mar 11, 1994",1994,3,11,1,Baloncesto
43031,Drew Urquhart,"May 9, 1996",1996,5,9,2,Baloncesto
43032,Rihards Berzins,"May 15, 1997",1997,5,15,2,Baloncesto
43035,Deividas Sabeckis,"Jun 5, 1991",1991,6,5,2,Baloncesto
43036,Tom Kaldre,"Jun 27, 1998",1998,6,27,2,Baloncesto
43101,Vitaliy Fridzon,"Oct 14, 1985",1985,10,14,4,Baloncesto
43148,Uros Lukovic,"Jun 8, 1989",1989,6,8,2,Baloncesto
43157,Nemanja Vranjes,"May 11, 1988",1988,5,11,2,Baloncesto
43186,Nikola Jovanovic,"Jan 6, 1994",1994,1,6,1,Baloncesto
43187,Evgeny Valiev,"May 3, 1990",1990,5,3,2,Baloncesto
43198,Dorde Drenovac,"Aug 9, 1992",1992,8,9,3,Baloncesto
43205,Carlos Delfino,"Aug 29, 1982",1982,8,29,3,Baloncesto
43210,Marco Cusin,"Feb 28, 1985",1985,2,28,1,Baloncesto
43211,Mikolaj Witlinski,"Dec 2, 1995",1995,12,2,4,Baloncesto
43214,Domagoj Bosnjak,"Apr 9, 1995",1995,4,9,2,Baloncesto
43344,Jayson Granger,"Sep 15, 1989",1989,9,15,3,Baloncesto
43382,Dejan Ivanov,"Mar 18, 1986",1986,3,18,1,Baloncesto
43387,Strahinja Milosevic,"Sep 25, 1985",1985,9,25,3,Baloncesto
43396,Artem Zabelin,"Jan 15, 1988",1988,1,15,1,Baloncesto
43398,Jure Skific,"Jul 24, 1988",1988,7,24,3,Baloncesto
43427,Nikita Mikhailovskii,"Sep 10, 2000",2000,9,10,3,Baloncesto
43435,Sasa Borovnjak,"Jul 30, 1989",1989,7,30,3,Baloncesto
43439,Kaloyan Ivanov,"Mar 18, 1986",1986,3,18,1,Baloncesto
43451,Mirko Mulalic,"Apr 16, 1988",1988,4,16,2,Baloncesto
43461,Iakovos Panteli,"Oct 3, 1985",1985,10,3,4,Baloncesto
43497,Dmytro Skapintsev,"May 12, 1998",1998,5,12,2,Baloncesto
43506,Boris Barac,"Feb 22, 1992",1992,2,22,1,Baloncesto
43510,Toni Prostran,"Apr 9, 1991",1991,4,9,2,Baloncesto
43524,Aliaksandr Kudrautsau,"May 23, 1980",1980,5,23,2,Baloncesto
43526,Kiefer Douse,"Dec 24, 1992",1992,12,24,4,Baloncesto
43537,Andreas Sizopoulos,"Jul 30, 1983",1983,7,30,3,Baloncesto
43545,Joao Soares,"Mar 27, 1990",1990,3,27,1,Baloncesto
43557,Devon Saddler,"May 10, 1991",1991,5,10,2,Baloncesto
43558,Pedro Pinto,"Mar 5, 1988",1988,3,5,1,Baloncesto
43559,Aliaksandr Semianiuk,"Sep 14, 1993",1993,9,14,3,Baloncesto
43561,Miguel Queiroz,"Jul 4, 1991",1991,7,4,3,Baloncesto
43575,Mikita Meshcharakou,"Jun 16, 1988",1988,6,16,2,Baloncesto
43581,Mert Gizir,"Jul 22, 1994",1994,7,22,3,Baloncesto
43598,Ousmane Drame,"Dec 15, 1993",1993,12,15,4,Baloncesto
43599,Rasko Katic,"Dec 8, 1980",1980,12,8,4,Baloncesto
43608,Kerem Ozkan,"Nov 19, 1988",1988,11,19,4,Baloncesto
43626,Dragan Labovic,"Apr 20, 1987",1987,4,20,2,Baloncesto
43630,Ilari Seppala,"Mar 27, 1993",1993,3,27,1,Baloncesto
43637,Ville Kaunisto,"Mar 19, 1982",1982,3,19,1,Baloncesto
43641,Daniel Mullings,"Jul 26, 1991",1991,7,26,3,Baloncesto
43660,Mikael Sandberg,"Mar 9, 1991",1991,3,9,1,Baloncesto
43671,Aleksi Akpaso,"Aug 30, 1992",1992,8,30,3,Baloncesto
43677,Alex Vaenerberg,"Aug 21, 1992",1992,8,21,3,Baloncesto
43678,Tommi Huolila,"Jan 31, 1993",1993,1,31,1,Baloncesto
43680,Andre Spight,"Feb 17, 1995",1995,2,17,1,Baloncesto
43682,Petri Heinonen,"Sep 12, 1988",1988,9,12,3,Baloncesto
43684,Robert Juvonen,"Aug 13, 1991",1991,8,13,3,Baloncesto
43711,Adas Juskevicius,"Jan 3, 1989",1989,1,3,1,Baloncesto
43715,Anthony Hilliard,"Jun 28, 1986",1986,6,28,2,Baloncesto
43727,Roko Ukic,"Dec 5, 1984",1984,12,5,4,Baloncesto
43740,William Howard,"Oct 25, 1993",1993,10,25,4,Baloncesto
43780,Edouard Choquet,"Mar 6, 1988",1988,3,6,1,Baloncesto
43782,Fernando Raposo,"Jul 7, 1989",1989,7,7,3,Baloncesto
43791,Sekou Doumbouya,"Dec 23, 2000",2000,12,23,4,Baloncesto
43792,Jeremy Nzeulie,"Feb 15, 1991",1991,2,15,1,Baloncesto
43793,Jean Victor Traore,"Jun 20, 1985",1985,6,20,2,Baloncesto
43801,Olivier Troisfontaines,"Oct 26, 1989",1989,10,26,4,Baloncesto
43804,Viktor C. Gaddefors,"Oct 8, 1992",1992,10,8,4,Baloncesto
43806,Derek Needham,"Oct 20, 1990",1990,10,20,4,Baloncesto
43807,Maxime Roos,"Mar 23, 1995",1995,3,23,1,Baloncesto
43809,Gedeon Pitard,"Feb 7, 1989",1989,2,7,1,Baloncesto
43814,Max Kouguere,"Mar 12, 1987",1987,3,12,1,Baloncesto
43815,Florent Pietrus,"Jan 19, 1981",1981,1,19,1,Baloncesto
43821,Jordan Aboudou,"Jan 30, 1991",1991,1,30,1,Baloncesto
43824,Yakhouba Diawara,"Aug 21, 1982",1982,8,21,3,Baloncesto
43825,Mouhammadou Jaiteh,"Nov 27, 1994",1994,11,27,4,Baloncesto
43826,Xavier Gaillou,"Sep 16, 1989",1989,9,16,3,Baloncesto
43842,Joel Almeida,"Oct 11, 1985",1985,10,11,4,Baloncesto
43850,David Lomidze,"Jan 13, 1997",1997,1,13,1,Baloncesto
43851,Artem Shvets,"Jan 15, 1985",1985,1,15,1,Baloncesto
43858,Ahmed Hamdy,"Aug 1, 1993",1993,8,1,3,Baloncesto
43859,Ratko Petric,"Jul 24, 1986",1986,7,24,3,Baloncesto
43861,Stefan Andrejevic,"Aug 3, 1993",1993,8,3,3,Baloncesto
43862,Nika Darbaidze,"Mar 3, 1998",1998,3,3,1,Baloncesto
43864,Gegi Baqradze,"Jun 25, 1994",1994,6,25,2,Baloncesto
43868,Nodar Gogodze,"Jul 12, 1994",1994,7,12,3,Baloncesto
43869,Giorgi Turdziladze,"Oct 21, 1997",1997,10,21,4,Baloncesto
43874,Beqa Chikviladze,"Feb 12, 1991",1991,2,12,1,Baloncesto
43880,Irakli Mikeladze,"Mar 26, 1994",1994,3,26,1,Baloncesto
43884,Konstantine Tomaradze,"Jul 5, 1990",1990,7,5,3,Baloncesto
43889,Levan Patsatsia,"Sep 24, 1988",1988,9,24,3,Baloncesto
43894,Anatoliy Boisa,"Sep 9, 1983",1983,9,9,3,Baloncesto
43895,Levan Khmelidze,"Feb 12, 1990",1990,2,12,1,Baloncesto
43896,Dragan Sekelja,"Jan 7, 1991",1991,1,7,1,Baloncesto
43898,Giorgi Gogoberishvili,"Mar 29, 1997",1997,3,29,1,Baloncesto
43900,Emmanuel Ndumanya,"Jan 28, 1995",1995,1,28,1,Baloncesto
43917,Javonte Green,"Jul 23, 1993",1993,7,23,3,Baloncesto
43923,Ben Madgen,"Feb 7, 1985",1985,2,7,1,Baloncesto
43936,Xavier Cooks,"Aug 19, 1995",1995,8,19,3,Baloncesto
43970,Vojdan Stojanovski,"Dec 9, 1987",1987,12,9,4,Baloncesto
43981,Konrad Wysocki,"Mar 28, 1982",1982,3,28,1,Baloncesto
43997,Philipp Neumann,"Feb 20, 1992",1992,2,20,1,Baloncesto
44011,Julius Wolf,"Jan 26, 1993",1993,1,26,1,Baloncesto
44015,Robin Christen,"Apr 19, 1991",1991,4,19,2,Baloncesto
44017,Erik Murphy,"Oct 26, 1990",1990,10,26,4,Baloncesto
44018,Martynas Mazeika,"Jan 29, 1985",1985,1,29,1,Baloncesto
44022,Mathis Monninghoff,"Mar 17, 1992",1992,3,17,1,Baloncesto
44023,Brady Heslip,"Jun 19, 1990",1990,6,19,2,Baloncesto
44024,Jan Wimberg,"Feb 11, 1996",1996,2,11,1,Baloncesto
44025,Stefan Peno,"Aug 3, 1997",1997,8,3,3,Baloncesto
44031,Trevor Mbakwe,"Jan 24, 1989",1989,1,24,1,Baloncesto
44044,Vladimir Jankovic,"Mar 3, 1990",1990,3,3,1,Baloncesto
44089,Andreas Christodoulou,"Feb 21, 1995",1995,2,21,1,Baloncesto
44099,Nikolaos Gikias,"Nov 22, 1990",1990,11,22,4,Baloncesto
44111,Nikolaos Diplaros,"Jun 28, 1997",1997,6,28,2,Baloncesto
44113,Michail Lountzis,"Aug 4, 1998",1998,8,4,3,Baloncesto
44128,Xavier Rathan-Mayes,"Apr 29, 1994",1994,4,29,2,Baloncesto
44130,Stephane Lasme,"Dec 17, 1982",1982,12,17,4,Baloncesto
44132,Ivan Aska,"Jun 26, 1990",1990,6,26,2,Baloncesto
44134,Giannis Athineou,"May 27, 1988",1988,5,27,2,Baloncesto
44176,Nenad Sulovic,"Oct 13, 1985",1985,10,13,4,Baloncesto
44182,Luksa Andric,"Jan 29, 1985",1985,1,29,1,Baloncesto
44186,Janos Eilingsfeld,"Feb 5, 1991",1991,2,5,1,Baloncesto
44188,Miljan Rakic,"May 14, 1986",1986,5,14,2,Baloncesto
44196,Mario Delas,"Jan 16, 1990",1990,1,16,1,Baloncesto
44203,Marko Spica,"Jun 9, 1986",1986,6,9,2,Baloncesto
44212,Bojan Trajkovski,"Sep 11, 1988",1988,9,11,3,Baloncesto
44219,Akos Halasz,"Aug 8, 1991",1991,8,8,3,Baloncesto
44220,Ivan Keller,"Mar 8, 1995",1995,3,8,1,Baloncesto
44234,Alex Murphy,"Jun 3, 1993",1993,6,3,2,Baloncesto
44235,Gabor Denes,"Feb 10, 1982",1982,2,10,1,Baloncesto
44238,Peter Papp,"Mar 12, 1995",1995,3,12,1,Baloncesto
44239,Daniel Szobi,"Feb 18, 1989",1989,2,18,1,Baloncesto
44271,Lis Shoshi,"Jun 29, 1994",1994,6,29,2,Baloncesto
44309,Mike Dixon,"Dec 1, 1990",1990,12,1,4,Baloncesto
44311,Orr Leumi,"Oct 25, 1996",1996,10,25,4,Baloncesto
44313,Dagan Yavzuri,"Oct 15, 1985",1985,10,15,4,Baloncesto
44314,Igor Nesterenko,"Aug 18, 1990",1990,8,18,3,Baloncesto
44324,Tal Karpels,"Feb 25, 1990",1990,2,25,1,Baloncesto
44325,Gerald Lee,"Nov 23, 1987",1987,11,23,4,Baloncesto
44326,Tom Maayan,"Jul 5, 1993",1993,7,5,3,Baloncesto
44328,Nitzan Hanochi,"Jun 10, 1986",1986,6,10,2,Baloncesto
44349,Keith Haynes,"Dec 19, 1986",1986,12,19,4,Baloncesto
44383,Mindaugas Kuzminskas,"Oct 19, 1989",1989,10,19,4,Baloncesto
44410,Riccardo Cervi,"Jun 19, 1991",1991,6,19,2,Baloncesto
44420,Erik Rush,"Jun 21, 1988",1988,6,21,2,Baloncesto
44432,Riccardo Bolpin,"Dec 9, 1997",1997,12,9,4,Baloncesto
44435,Benjamin Ortner,"Mar 16, 1983",1983,3,16,1,Baloncesto
44440,Diego Monaldi,"Apr 3, 1993",1993,4,3,2,Baloncesto
44443,Pedro Llompart,"Jan 9, 1982",1982,1,9,1,Baloncesto
44447,Ojars Silins,"Jul 20, 1993",1993,7,20,3,Baloncesto
44451,Chinemelu Elonu,"Mar 11, 1987",1987,3,11,1,Baloncesto
44461,Robert Sacre,"Jun 6, 1989",1989,6,6,2,Baloncesto
44467,David Doblas,"Aug 6, 1981",1981,8,6,3,Baloncesto
44475,Gani Lawal,"Nov 7, 1988",1988,11,7,4,Baloncesto
44482,Yudai Baba,"Nov 7, 1995",1995,11,7,4,Baloncesto
44502,Masashi Joho,"Apr 24, 1982",1982,4,24,2,Baloncesto
44517,D'or Fischer,"Oct 12, 1981",1981,10,12,4,Baloncesto
44532,Masaharu Kataoka,"Dec 24, 1985",1985,12,24,4,Baloncesto
44536,Daisuke Kobayashi,"Jun 24, 1987",1987,6,24,2,Baloncesto
44538,Tenyoku You,"Oct 6, 1988",1988,10,6,4,Baloncesto
44553,Genki Kojima,"Feb 19, 1994",1994,2,19,1,Baloncesto
44555,Junki Kano,"Jan 19, 1988",1988,1,19,1,Baloncesto
44567,Kohei Ninomiya,"Aug 1, 1988",1988,8,1,3,Baloncesto
44577,Dardan Berisha,"Nov 15, 1988",1988,11,15,4,Baloncesto
44583,Musab Mala,"Nov 17, 1996",1996,11,17,4,Baloncesto
44594,Ardit Pepaj,"Oct 13, 1999",1999,10,13,4,Baloncesto
44599,Fisnik Juniku,"Nov 27, 1990",1990,11,27,4,Baloncesto
44600,Khalid Boukichou,"Sep 17, 1992",1992,9,17,3,Baloncesto
44601,Beqe Kovaci,"Jun 9, 1993",1993,6,9,2,Baloncesto
44603,Artin Gashi,"Apr 28, 1993",1993,4,28,2,Baloncesto
44606,DeMario Mayfield,"May 23, 1991",1991,5,23,2,Baloncesto
44607,Rron Grapci,"Aug 22, 1990",1990,8,22,3,Baloncesto
44611,Ramadan Zekiqi,"Dec 8, 1999",1999,12,8,4,Baloncesto
44612,Blendi Kadusha,"Feb 9, 1996",1996,2,9,1,Baloncesto
44620,Alexander Gorski,"Dec 5, 1994",1994,12,5,4,Baloncesto
44625,Rron Ukaj,"Sep 10, 2000",2000,9,10,3,Baloncesto
44627,Somejl Shaqiri,"Jun 30, 1996",1996,6,30,2,Baloncesto
44629,Rinor Peci,"Nov 13, 1997",1997,11,13,4,Baloncesto
44637,Mike Efevberha,"Aug 22, 1984",1984,8,22,3,Baloncesto
44642,Wael Arakji,"Sep 4, 1994",1994,9,4,3,Baloncesto
44645,Nikoloz Tskitishvili,"Apr 14, 1983",1983,4,14,2,Baloncesto
44646,Keanau Post,"Sep 4, 1992",1992,9,4,3,Baloncesto
44649,Ibrahima Thomas,"Feb 7, 1987",1987,2,7,1,Baloncesto
44662,Gerard Hadidian,"Apr 24, 1995",1995,4,24,2,Baloncesto
44663,Bilal Tabbara,"May 25, 1993",1993,5,25,2,Baloncesto
44665,Rony Fahed,"Nov 6, 1981",1981,11,6,4,Baloncesto
44666,Youssef Ghantous,"May 11, 1996",1996,5,11,2,Baloncesto
44669,Miguel Martinez,"Jan 30, 1988",1988,1,30,1,Baloncesto
44673,Khalil Aoun,"Apr 11, 1990",1990,4,11,2,Baloncesto
